1;2;132;-1;76;696648486.09;0;19/03/2010;23/03/2010;05/10/2013
2;3;357;-1;73;342060007.96;0;20/04/2010;20/04/2010;03/06/2013
5;6;136;-1;1;400000000.00;0;31/10/2011;31/10/2011;31/10/2031
6;26;219;-1;398;3259418.54;0;13/02/2009;23/03/2009;17/03/2010
8;11;220;-1;-1;60877139.46;0;23/10/2009;17/11/2009;17/11/2010
9;8;222;-1;594;22647982.25;0;06/08/2010;06/08/2010;26/04/2012
10;50;224;-1;75;705589143.72;0;13/08/2010;16/08/2010;01/02/2013
11;9;219;-1;77;5377454.96;0;26/08/2009;23/06/2009;16/11/2010
12;4;228;-1;78;518606000.00;0;26/11/2010;26/11/2010;29/11/2018
13;5;132;-1;79;499508704.17;0;01/07/2010;01/07/2010;01/07/2013
14;7;139;-1;2;379263314.00;0;15/06/2010;15/06/2010;15/06/2043
15;43;231;-1;80;43798.28;0;03/05/2011;05/05/2011;04/08/2011
16;43;234;-1;81;390799.36;0;23/05/2011;30/05/2011;29/05/2012
17;43;235;-1;82;118481530.42;0;15/02/2012;05/03/2012;04/12/2013
18;141;236;-1;83;591711185.00;0;21/01/2010;21/01/2010;21/01/2045
19;45;235;-1;84;49321019.59;0;29/03/2012;29/04/2012;20/08/2013
20;46;239;-1;85;25767937.30;0;04/11/2011;07/11/2011;07/01/2013
23;146;245;-1;86;511180.00;0;26/02/2008;12/03/2008;09/07/2008
24;146;246;-1;88;2424787.18;0;26/05/2010;28/06/2010;24/03/2011
25;146;247;-1;87;63504433.71;0;17/06/2010;22/06/2010;17/02/2011
26;146;248;-1;89;145284442.19;0;19/08/2011;30/08/2011;21/01/2013
27;48;249;-1;95;30218499.70;0;13/04/2012;20/04/2012;20/05/2013
28;139;251;-1;92;955702.04;0;16/03/2009;07/05/2009;01/01/2010
29;139;252;-1;93;2555810.24;0;07/11/2011;07/11/2011;03/07/2012
30;139;253;-1;94;55491086.73;0;30/12/2011;30/12/2011;23/03/2013
31;144;255;-1;99;769172.56;0;01/07/2010;01/07/2010;01/03/2011
32;144;257;-1;100;36347815.27;0;26/07/2011;30/08/2011;29/08/2012
33;144;258;-1;101;290232.60;0;29/08/2011;16/09/2011;14/01/2012
34;144;252;-1;93;27893136.00;0;07/11/2011;07/11/2011;03/07/2012
35;144;260;-1;103;6817283.85;0;13/01/2012;01/03/2012;25/05/2013
36;138;266;-1;104;3387015.13;0;10/06/2010;28/06/2010;23/04/2011
37;138;267;-1;105;8858458.64;0;16/03/2012;16/03/2012;30/09/2012
38;140;268;-1;106;2679752.32;0;09/05/2011;09/05/2011;09/07/2013
39;140;269;-1;107;1397762.50;0;04/05/2011;04/05/2011;04/07/2013
40;140;270;-1;108;2699420.02;0;04/02/2011;04/02/2011;04/04/2012
41;140;271;-1;109;1500000.00;0;17/01/2011;17/01/2011;17/07/2012
42;140;272;-1;110;1572380.00;0;18/02/2011;18/02/2011;30/04/2012
43;140;273;-1;-1;807790.00;0;26/10/2010;26/10/2010;26/03/2011
44;140;274;-1;-1;1178300.00;0;08/10/2010;08/10/2010;07/03/2011
45;140;273;-1;-1;1055994.00;0;07/10/2011;07/10/2011;06/02/2013
46;140;275;-1;111;199850.00;0;17/02/2011;17/02/2011;17/06/2011
47;27;142;-1;112;2830033.17;0;30/05/2011;30/05/2011;24/02/2012
